Source;Destination;Length;Source Address;Destination Address;Source.1;Destination.1;Address_Resolution_Protocol;Internet_Control_Message_Protocol;Transmission_Control_Protocol;Info;label
10.0.123.3;10.0.123.2;1348;199.123.33.126;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;89.18.217.116;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1264;148.60.34.171;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;220.165.81.141;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;556;41.210.174.149;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;190.206.10.35;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;98.96.164.27;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1348;41.206.69.51;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;250.185.11.213;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1264;178.113.187.175;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;152.2.154.94;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;358;224.80.50.163;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;858;76.159.184.212;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1348;99.13.92.192;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1348;76.190.44.122;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;77.238.219.58;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1264;117.248.195.12;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;49.153.40.227;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;34.214.105.118;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;1078;140.4.236.98;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;213.50.137.239;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;67.53.149.243;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;952;83179124215;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;220.237.82.11;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;462;250.62.57.141;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;126.238.182.182;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;77.118.255.220;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;148;219.203.208.165;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;1264;145.82.169.213;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;0.133.109.198;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1150;137.42.32.21;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;216.1.141.169;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;12.188.195.50;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;1,55E+11;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;212.151.195.78;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;240.82.44.36;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;23.37.37.153;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1150;165.209.72.171;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;148;123.201.40.117;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1078;169.101.88.49;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;211.80.20.143;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;161.117.36.224;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1078;1,87E+11;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;117.124.101.22;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;84.18.14.117;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;188.48.210.225;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;556;21.5.164.101;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;36.162.64.161;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;1,87E+11;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1150;187.80.11.33;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;0.179.123.11;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;34.174.14.11;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1264;28.184.5.105;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.2;10.0.123.3;2962;153.241.177.62;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;1;0;3;1
10.0.123.2;10.0.123.3;2962;126.126.221.99;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;1;0;3;1
10.0.123.2;10.0.123.3;2962;147.33.126.5;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;1;0;3;1
10.0.123.2;10.0.123.3;2962;211.253.76.192;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;1;0;3;1
10.0.123.2;10.0.123.3;2962;84128172235;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;1;0;3;1
10.0.123.2;10.0.123.3;2882;250.83.253.176;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;3;1
10.0.123.3;10.0.123.2;1348;136.119.39.229;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;192.102.94.74;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;126.119.14.164;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1348;76.130.37.37;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;###############################################################################################################################################################################################################################################################;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1264;76157236162;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;132.238.48.51;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;148;40124159196;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;2,39E+11;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;92.38.78.9;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;1348;1,59E+11;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;1348;73218177112;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;1264;205.89.81.187;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;1264;25.37.68.239;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;9.28.58.33;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;74.159.218.45;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;2,29E+11;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;34.7.26.15;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;113.4.250.8;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;220.83.251.235;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;###############################################################################################################################################################################################################################################################;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;189.44.14.252;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;148;2.99.21.151;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;162.15.119.80;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;252.34.117.65;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;248.166.252.23;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;83.8.48.214;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;153.95.141.207;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;224.134.103.56;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;149.60.158.109;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;91.105.123.43;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;218.13.184.172;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;83.195.46.240;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;158.221.158.63;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;1149176131;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;222.74.206.178;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;85207125179;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;11.97.62.147;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;218.74.203.30;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;###############################################################################################################################################################################################################################################################;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;118.98.244.197;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;223.80.239.214;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;143.101.238.11;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;122.142.78.62;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;77111121124;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;162.83.226.124;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;148;85.231.103.10;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;29.79.92.218;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;218.119.146.142;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;164.99.2.228;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;166.96.123.35;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;43.164.148.164;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;29.0.202.119;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;32.39.47.59;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;3.0.241.96;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;250.174.63.150;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;84106227236;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;157.22.199.32;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;158.19.82.252;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;223.104.133.139;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;199.177.160.83;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;113.65.25.219;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;78.114.93.90;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;110.219.113.51;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;212.12.67.40;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;94.31.199.177;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;250.9.94.27;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;51.36.20.171;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;2.47.121.129;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;143.250.193.43;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;148;32.163.222.42;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;128.223.234.62;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;75.219.10.125;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;58.2.15.222;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;99.141.198.82;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;14133198182;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;253.185.74.255;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;141.143.60.117;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;221.218.113.19;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;20.152.46.242;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;201.19.12.23;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;84.86.87.65;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;1,29E+11;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;238.75.123.1;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;75166236136;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;1;1
10.0.123.3;10.0.123.2;160;238.219.123.55;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;169.108.218.98;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;1,59E+11;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;80.98.62.159;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;76206104169;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;10.227.234.97;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;176.157.157.45;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;160;120.121.93.236;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;1;1
10.0.123.3;10.0.123.2;148;3.194.103.126;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;81204214119;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;1,15E+11;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;1,82E+11;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;240.221.234.45;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;186.117.169.49;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;37119119145;10.0.0.31;7a:68:3f:dd:48:d6;c6:45:25:1c:91:85;0;1;0;6;1
10.0.123.3;10.0.123.2;148;174.255.221.157;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1,27E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;5.29.96.123;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;187.98.195.250;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;174.18.93.110;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;154.1.20.227;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;93.51.42.28;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;114.78.224.143;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;160;63.20.110.22;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;77.179.21.39;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;45.94.224.177;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;243.70.191.228;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;26221180121;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;66.174.82.82;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;15.121.169.32;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;160;121.58.14.216;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;1;1
10.0.123.3;10.0.123.2;148;128.50.15.234;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1.240.179.69;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
10.0.123.3;10.0.123.2;148;82.177.64.44;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
10.0.123.3;10.0.123.2;148;2197140225;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
10.0.123.3;10.0.123.2;148;109.62.58.86;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
10.0.123.3;10.0.123.2;148;86.19.43.48;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;1;1
